,ProductId,UserId,ProfileName,Time,Text,Sentiment,Helpfulness,date,flag,sarcasm,Product,country,lang,url
960,B000YT5DBS,ANMPK1PSQDQ2L,"Bob M. ""Bob""",1249171200,"These are good sunflower seeds at a good price if you prefer the unsalted variety, which can be hard to find.<br /><br />One thing to keep in mind though, is the expiration or ""best by"" date.  For example, if you order these in April and the batch you receive has a June ""use by"" date, it may be a stretch to consume the 300 bags before the seeds start going rancid on you.  Since they're roasted in oil and unsalted, these seeds may spoil more readily than the salted variety, even if refrigerated upon receipt.<br /><br />Amazon doesn't seem to specify ""use by"" dates for the food products they sell, so it's a gamble for the purchaser.  I'm assuming that Amazon won't ship stuff that has ""expired"", but they probably ship out the oldest stock first, and the ""use by"" date on the item may not be what you would select if you had a choice.",1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
961,B005NEXK6Y,A33B2PH7Y4WC6,reviewer777,1350345600,"I love Panang Curry but would rather avoid the white rice that most restaurants serve with it.  So decided to try making my own, and with this product, I get exactly what I want, hot tasty Panang Curry adding lots of fresh veggies, tofu and brown rice.  And it's very hot, didn't have to add any spices at all.  Great product, will purchase again.",1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
962,B005NEXK6Y,A737WEUQM1K1H,MaC,1346976000,"I purchased this for a friend who loves to cook only to find out that I paid 3 times more than what I should be. $13.95 for 4 cans is highway robbery now that I know that I can purchase one can for around $1.09. Now as far as the item itself, this brand of Panang Paste is excellent. The beef panang dish my friend made using this paste was as good as the ones in the Thai restaurant. I would recommend the paste but not the price.",1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
963,B005NEXK6Y,A263ZEDYD50VAT,sbmiller,1327968000,"Best paste I have tried! So easy to use. Just saute you meat, add veggies, paste, and a tin of coconut milk. Quick and tasty! I am on weight watchers and tried using the light coconut milk instead of the full fat. It works for the panang paste especially if you add a heaping tablespoon of crunchy peanut butter.. but the yellow, green, and red are spicy and need the full fat coconut milk to balance it out.",1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
964,B00448SNSA,A2VTNMSQLKUPFA,innocent_sweetiepie,1344729600,"OMG I would love these cookies except for the chocolate mixed in makes it taste medicinal. DEGUSTING isn't even a strong enough word. A horrible horrible mistake...an expensive mistake....they advertised it as peanut butter cookies which is why I bought them since everyone else had peanut butter chocolate cookies when I just wanted plan peanut butter cookies....however when I received them I found out they were the chocolate peanut butter ones but I thought okay I'll try them and omg I almost threw up from the taste. HORRIBLE, HORRIBLE, DISGUTINGLY, MEDICINAL TASTE. DO NOT BUY!!! If they had a zero before the stars I would rate it a zero instead of 1 star.",-1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
965,B0002XIB2Y,A3NV17B17PFB7G,Susan,1228176000,"This gravy mix is excellent ... except, don't use water where called for, use milk instead, and it makes it 100% better!!",1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
966,B0002XIB2Y,A1O3WOX0KBBV3W,MATHEW Geib,1260057600,"I'm not from the south, but live in SoFla; where sometimes we get a southern influence. The gravy mix I am reviewing, PIONEER COUNTRY GRAVY is DE-LICIOUS!!! I've tried others Publix brand, Mc Cormick, ect, but this is the BEST! BY FAR! I chose to mix 1/2 water 1/2 milk, + 2 cooked, chopped sausage links, and it was phenomenal on my [...]. BISQUICK CHEESE GARLIC BISQUITS (Like Red Lobster's), served with a small side of watercress scrambled eggs. It's super easy to make and THICK! FINGER LICKIN! MMMmmmm. I heard you can put it on potatoes/veggies and chicken, make soups and add for seasoning. PIONEER BRAND as the name says is A HOMESTYLE, AMERICAN CLASSIC!",1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
967,B0002XIB2Y,A2DRQBOGCTC5HP,"TL ""TerryLea""",1191715200,Nothing easier. Nothing better. Even beats grandmother's white gravy recipe. Already peppered for you. You do nothing but mix it with water. Takes only a minute or two. I highly recommend this gravy mix. It will not disappoint.,1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
968,B0002XIB2Y,A1891H0TIXLDXA,Donald M. Bridges,1250294400,"I have used Pioneer Gravy for a number of years.  It is VERY easy to make and tastes great, also.  Goes very well over mashed potatoes, meats, etc.  Try it!",1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
969,B000F0G75W,A3QOSBTILZ84HY,"Junie ""finaj""",1173312000,"Its great to be able to get sugar this way.Its not good to eat but if you are going to use sugar at least this is not processed to an unhealthy state on top of what sugar does to your body,and i am helping the  fair trade farmers.It is a good thing all around.I am happy i can get it in Amazon.",1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
970,B001EQ4DVQ,AHMCLSA49GPHK,David Boston,1265673600,"I am a coffee fanatic but have always stayed away from these because I never liked instant coffee and my assumption was that this would be similar.  I really enjoy the Starbucks VIA instant coffee - but I drink so much, it is rather expensive so I thought I would give this a try.  Both my wife and I were pleasantly surprised with the taste.  I don't think it equals fresh brewed but it is very acceptable.  I bought my first 38 pack at my local grocery store for about $7.  That seemed a little high but I figured I would check online to find the best price.  As I started calculating all of the online prices, they are charging about $7 bucks for the 19 count.  I would suggest that you check your local grocery stores as you might be able to find it cheaper.  So you don't have to do the math...$7 / 38 = .184 per single.  Online price $27 / 114 = .236 (shipping not calculated in).  Looking at a supposed discount coffee supplier, you can get a case of 12 boxes for $69, no sales tax and free shipping...sounds like a great deal??  12 x 19 = 228 singles so $69 / 228 = .302 per single - the most expensive at all.",1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
971,B001EQ4DVQ,AXZTWAX77RHPG,William Strickler,1194998400,"I don't think these coffee bags are as good as fresh ground fresh brewed coffee, but they taste far better than instant coffee.  At work, we have a water cooler with hot water dispenser.  This brewed in hot water just like a tea bag making tea tastes far better than any instant coffee.  I highly recommend it to any coffee lover when you have access to very hot water but don't have access to a coffee maker.  Individual wrapped and sealed bags allow you to take one tiny tea like bag with you in your pocket or purse to your early morning meetings.",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
972,B001EQ4DVQ,A3RB2ZB2KGRZVE,"Jacki Gunter ""good movie or book lover""",1243728000,I keep Regular bags and Decaf bags in my home at all times.<br />Never have to drink old coffee.  Best way to make iced coffee.,1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
973,B001EQ4DVQ,A37FCSX7K7GEFT,K. Li,1182038400,I live in the dorms without a kitchen so making a cup of coffee was really easy with this. Especially when I need to stay up late to study or to wake up after 2 hours of sleep. Its just like making tea and tastes decent enough. Not starbucks but good enough with some sugar and cream.,1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
974,B001EQ4DVQ,A680RUE1FDO8B,Jerry Saperstein,1259452800,"My primary point with this review is to note that this packaging is less expensive than the other size offered by Folger. You get more coffee for less money.<br /><br />  I recently started drinking coffee again after a lapse of many years. Since I didn't know how many cups a day I would use, I wanted to avoid the fuss of a coffeemaker. I don't particularly like instant coffee. I was delighted to find these Folger's bags.<br /><br />  They brew a very nice tasting cup of coffee. I'm not any kind of coffee expert, so I don't know what special terms might be used. All I know is that if I let the bag seep for a bit more than a minute, it sure tastes good. Thanks to my very much better half, I've also learned that each of these bags will produce at least two good cups of coffee.<br /><br />  Very convenient, very easy, very tasty. I intend to take some of these with me when I travel as an alternative to the in-room coffee makers or (yeck!) vending machines.<br /><br />Jerry",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
975,B001EQ4DVQ,A23Q6TN6OK1U51,"T.Kriel ""World Traveller & Mother of 4""",1253750400,"We can't have any kind of coffee maker at work, so we're forced to buy at the in-house coffee shop or Starbuck's across the street. In this economy, no one wants to pay those high prices, so we started a coffee club. 20 of us buy these coffee bags and separate creamer and enjoy fresh, hot, tasty coffee every day without paying the coffee shop prices. thanks Folgers!!!",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
976,B001EQ4DVQ,A38FWXBFJX210N,Terri,1252713600,"These are great for at work, just pop the instant bag in for a minute then make your coffee. This is the best tasting coffee. It's easy to make without a mess.",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
977,B001EQ4DVQ,A1AMCR6ISCN2Z6,"William C. Diemer ""wcd53""",1181606400,"Fast, easy and definitely delicious.  Makes a great cup of coffee and very easy to make.  Good purchase.  Will continue to order from here.<br />Thanx...",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
978,B004DTNJU2,A1C3LSDRPLFZ62,Hank Schwartz,1297814400,"I gave this tea a try to add variety to my tea habit. And I'm glad I did. It has a somewhat sweet and almost minty taste and a wonderful aroma. It has a nice reddish color. This tea probably has more of a taste factor than any of the wonderful japanese green matcha tea I've had, and I look forward to experiencing any of the purported health benefits of rooibos that I've read about.",1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
979,B004DTNJU2,A4D9AIUP1NNIY,HotRod,1341705600,"I tried this before having normal red tea so I waited to review. The flavor still rings in my head it is earthier than rooibos tea and less frity. The color is that of muddy water, and it has the grittiness and viscosity of it as well. Well worth every penny.",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
980,B004DTNJU2,A1YQORA01YBBLS,MD_JD,1325635200,"I previously tried other matcha products and was generally satisfied with the quality but not the price.  I decided to give Pure Matcha green and rooibos a try because the price seemed to be very competitive.  The quality of Pure Matcha's products surpasses that of all others I have tried- stays fresh, has a consistent texture and tastes great.  Both the quality and price are better than others that I have purchased for the same quantity.  I highly recommend Pure Matcha and will continue to purchase.",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
981,B00473OV2E,A7HKP7RBH88IU,Dick Dipuccio,1330992000,"This is the very best marinade you can buy as far as I am concerned---of course, everyone to his or her own tastes, but all in all, I think anyone will like it---I give it five stars...",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
982,B00473OV2E,A13KWQGEI9MHG0,Book Dame,1307577600,"This is a great product for those looking for an MSG and Gluten free product, and is also lower sodium than any other marinade or soy sauce out there! It doesn't compromise of taste either, I use it as a Soy Sauce substitute and have found it to have superior taste and it looks and acts just like any good marinade should. If you are Celiac or Gluten intolerant, or even just watching you salt intake, this product is a way to have your steak and marinade it too!",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
983,B0048IACB2,A16UWS8G26PDN8,Peter J. Koulikourdis,1309737600,My poland spring driver gave us this new tea to try and<br />our family really enjoyed it. I looked at the ingredients and was quite pleased<br />with the natural ingredients and no calories.,1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
984,B006F2NYI2,A36GDATSF85X7W,Matt Waz,1326499200,"This hot sauce is one of my favorites. Its a perfect balance of tasty and spicy. You can smell the flavors immediately when you open the bottle. A mix of garlic, habanero, and other spices. I put this on everything and tend to go through one bottle a week. I highly recommend this to anyone who likes hot sauce.",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
985,B006F2NYI2,A36WE3X9G0DZUZ,Gale P,1324339200,"I was never much of a hot sauce fan until I tasted Black Market Hot Sauce. I was listning to the radio one morning and the creater/owner was giving an interview, It sounded interesting. The D.J.'s were sampling the sauce and raving about it, So I picked up a bottle at the local grocery, It's so good ! I keep a bottle in the kitchen and an extra bottle on hand for gifts and for taking to potlucks,barbecues and party's. Happy to see I can buy it online at Amazon.",1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
986,B006F2NYI2,A2ZP8BJR5PYLG7,sparrow,1324252800,This is my favorite hot sauce! I liketo use it to give anything some extra flavor. I have loved going out to some of my favorite resturants in town and seeing that they are offering this great product.I really enjoy putting on my my breakfast burritos!,1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
987,B006F2NYI2,AFN9QJ7IE89N4,C Bonner,1323993600,"They have this in a local diner that I eat in regularly.  I use it on all kinds of foods and I love it.  It's hot, but not without flavor.  I don't like those sauces that just burn but have no taste.  This has both burn and and awesome flavor.  I was surprised to find it on Amazon (just stumbled across it).  I would highly recommend it to anyone who likes a good hot sauce.",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
988,B006F2NYI2,AN85IOOEI9IYB,Jdub,1323734400,"I was browsing around on Amazon looking for gifts and was very pleased to see my favorite sauce on here. I will just order and have shipped to my friends. Habanero is my favorite, I love the heat and the tangy spiciness. I also love the pineapple. You will not go wrong ordering this up.",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
989,B006F2NYI2,AHSURYHM6ZZXC,nuttmeg,1323734400,This is my favorite hot sauce. I buy it locally and love the flavor that they all have. Hopefully the other flavors will show up on amazon for people to enjoy! My favorites are the medium and pineapple flavored ones so far. Thank you for making a flavorful hot sauce!,1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
990,B006F2NYI2,A1KFUVZ3BZ59R1,merplinger,1323734400,So far I have had the habanero and the medium sauces and they were amazing. My fiance and I use them nearly daily and I just picked up 3 more. It goes really well on all sorts of dishes to add the extra kick.<br /><br />The sauce itself lasts a lot longer than it appears. It is thick and a bottle will last us a couple of weeks of heavy use. We love to use it for breakfast on eggs or in burritos and for dinners or soups for added spice.,1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
991,B006F2NYI2,A1T5CH6SHV989P,a biemold,1323734400,"absolutely love the habenaro sauce...use it on eggs, sandwiches most anything for a good kick! have watched the progessing popularity of theis homegrown product...have nothing but the highes accolades for the chef and the product..get out there and try it!",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
992,B006F2NYI2,A1D3F6UI1RTXO0,Swopes,1331856000,"BLACK MARKET HOT SAUCE IS WONDERFUL.... My husband Loves this Habenero sauce, its very very flavorful with a nice kick to it. I in fact love the medium sauce- the taste is so yummy with a bit of zing behind it. We used it for everything and you can use it with any meal.<br /><br />I like the fact that there are so many different levels of spicyness. We love the medium & habenero. Kind of like a ""HIS & HERS package"". Thank you for your hard work guys! Keep up the hard work.",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
993,B006F2NYI2,AF50D40Y85TV3,Mike A.,1328140800,"Man what can i say, this salsa is the bomb!! i have all the different kinds. i have it with almost every meal. the owner is a cool dude, He's dropped off free bottles to me in my mailbox. i stole the first bottle out of a friends fridge after i tasted and been hooked since. dont sleep on this hot sauce!!",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
994,B006F2NYI2,A3G313KLWDG3PW,kefka82,1324252800,"this sauce is so good with just about anything, i like adding it to asian food or anything with egg or noodles, it has a good burn with a strong flavor. im hoping to see some of the other flavors like the pineapple experiment on here soon. buy it you wont regret it",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
995,B006F2NYI2,A3NIDDT7E7JIFW,V. B. Brookshaw,1336089600,"Not hot at all. Like the other low star reviewer, I got suckered by seeing 'habenero' in the name and the 12 oz size. Some people might like the flavor, citrus-y and it has some fish sauce in the mix (according to the ingredient label), but if you're looking for hot this ain't it",1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
996,B006F2NYI2,A132DJVI37RB4X,Scottdrum,1332374400,"I have to admit, I was a sucker for the large quantity, 12 oz, when shopping for hot sauces ...but now seeing the size of the bottle, it reminds of wing-sauce bottle sizes.  Plastic bottle.  It does have a convenient squirt top.  But overall, not very hot or tasty, and made mostly from jalape&ntilde;os.  If I had seen the ingredients list I would not have bought it:<br />Jalapenos<br />Water<br />Vinegar<br />Brown Sugar<br />Lime Juice<br />Fish Sauce<br />Cilantro<br />Habanero<br />Garlic<br />Spice Blend<br />Salt<br />Potassium Sorbate<br />Xanthan Gum",1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
997,B004A8VV42,AO2ZY713W85C7,mendiy,1296172800,I never in my life tasted such a good babka its crazy good! This is the real babka! That my gram mother use to make,1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
